id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sale_year,sale_month,sale_day,renovated,low_grade,high_grade,sqft_living_x_grade,waterfront_x_sqft_living,has_basement,age_at_sale,median_income,avg_household_size_2015,percent_married_2015,housing_units_2015,percent_owner_occupied_2015,percent_renter_occupied_2015,unemployment_rate_2015,percent_hs_grad_or_higher_2015,percent_bachelors_or_higher_2015,avg_household_size_2014,percent_married_2014,housing_units_2014,percent_owner_occupied_2014,percent_renter_occupied_2014,unemployment_rate_2014,percent_hs_grad_or_higher_2014,percent_bachelors_or_higher_2014
9346910500,2015-03-30,3,2.5,2060,10650,1.0,0,0,5,8,1050,1010,1976,0,98006,47.5627,-122.137,2690,8850,2015,3,0,0,0,0,16480,0,1,39,185991,2.82,14.267360653577546,13727,77.46436154079466,22.535638459205337,6.640385009215646,100.15012703056432,27.042112556778815,2.81,13.709650387155165,13558,77.95756373072813,22.042436269271867,7.3147711184521,100.43854542632049,26.78619940233632
3529300060,2014-07-21,3,2.5,1890,7053,2.0,0,0,4,8,1890,0,1992,0,98031,47.3967,-122.183,2000,7226,2014,7,0,0,0,0,15120,0,0,22,98657,2.97,17.82141658274589,12676,64.00824742268041,35.99175257731959,8.799066842478954,97.82912276247302,50.04020143032457,2.99,17.766172506738545,12903,63.46782097353806,36.53217902646194,10.101061398608502,97.60154576385098,48.943588020330154
8128600060,2014-06-24,4,3.25,4690,14930,2.0,0,2,3,10,3680,1010,1995,0,98155,47.7718,-122.283,2910,13320,2014,6,1,0,0,0,46900,0,1,19,124531,2.48,16.52716001821175,13838,68.1508643268727,31.849135673127293,8.176812638295683,98.1925078457077,38.148015731140504,2.48,17.143465606587636,13823,68.9590238023501,31.040976197649893,9.775827429417362,98.56964422418308,37.801684193561385
8572900275,2014-06-25,2,1.0,780,3475,1.0,0,0,4,5,780,0,1930,0,98045,47.4944,-121.789,1210,6769,2014,6,2,0,0,0,3900,0,0,84,154803,2.6,11.896235479081142,5848,76.05357142857143,23.946428571428573,4.146459747817652,98.97304236200257,46.04522563444257,2.62,12.452140619561435,5880,76.65285534137993,23.34714465862007,4.789620468048987,98.46000993541976,46.656731246895184
4139420590,2014-05-20,4,3.5,4560,16643,1.0,0,3,3,12,2230,2330,1995,0,98006,47.5521,-122.115,4060,15177,2014,5,1,0,0,1,54720,0,1,19,185991,2.82,14.267360653577546,13727,77.46436154079466,22.535638459205337,6.640385009215646,100.15012703056432,27.042112556778815,2.81,13.709650387155165,13558,77.95756373072813,22.042436269271867,7.3147711184521,100.43854542632049,26.78619940233632
9274200322,2014-08-20,3,2.5,1740,1236,3.0,0,2,3,8,1740,0,2008,0,98116,47.5891,-122.387,1740,1280,2014,8,2,0,0,0,13920,0,0,6,129924,2.05,15.481481481481483,12313,56.0263408716749,43.9736591283251,3.855525297405762,99.08641444539983,26.660576096302663,2.06,16.790914094161206,12217,55.1675732584664,44.8324267415336,4.419769214021336,99.34274850624661,28.636610537751224
1472700200,2014-07-09,3,1.75,1710,8767,1.0,0,0,4,8,1710,0,1986,0,98033,47.6945,-122.188,2050,9200,2014,7,2,0,0,0,13680,0,0,28,163786,2.29,14.715707890692858,16640,64.64853771164701,35.351462288353005,6.13177729151471,100.35475872592028,25.88212855235552,2.3,14.803502341681938,16431,65.22136010953903,34.77863989046098,6.479481641468683,100.68666848737857,27.48234559712848
8820903380,2015-01-02,6,2.25,2660,13579,2.0,0,0,3,7,2660,0,1937,1990,98125,47.7142,-122.286,1120,8242,2015,1,4,1,0,0,18620,0,0,78,89983,2.18,19.775984583885343,18882,47.03408836061897,52.96591163938103,6.25,100.80028203772255,32.942005993301606,2.12,19.175038337558288,18728,45.79247434435576,54.20752565564424,6.600554974298321,100.34034541438865,33.71592019986242
8563010130,2014-07-25,3,2.5,3350,7752,1.0,0,0,3,9,2180,1170,2009,0,98008,47.6263,-122.099,2570,7988,2014,7,4,0,0,0,30150,0,1,5,164219,2.69,15.393666045690754,9357,72.43788819875776,27.562111801242235,6.570794767842117,99.65975011155734,31.626506024096386,2.69,15.761031234506692,9349,72.46019286835613,27.53980713164387,7.243693589446886,99.19940949352714,32.716329775153305
8965450110,2014-09-12,3,2.5,3300,11570,2.0,0,0,3,9,3300,0,1994,0,98006,47.5599,-122.121,3280,11446,2014,9,4,0,0,0,29700,0,0,20,185991,2.82,14.267360653577546,13727,77.46436154079466,22.535638459205337,6.640385009215646,100.15012703056432,27.042112556778815,2.81,13.709650387155165,13558,77.95756373072813,22.042436269271867,7.3147711184521,100.43854542632049,26.78619940233632
9274204230,2014-07-09,3,1.75,1660,6250,1.0,0,0,3,7,830,830,1980,0,98116,47.5859,-122.385,1660,5750,2014,7,2,0,0,0,11620,0,1,34,129924,2.05,15.481481481481483,12313,56.0263408716749,43.9736591283251,3.855525297405762,99.08641444539983,26.660576096302663,2.06,16.790914094161206,12217,55.1675732584664,44.8324267415336,4.419769214021336,99.34274850624661,28.636610537751224
8165501700,2015-04-30,2,2.25,1550,2285,2.0,0,0,3,8,1550,0,2007,0,98106,47.5398,-122.369,1550,2135,2015,4,3,0,0,0,12400,0,0,8,94762,2.43,20.256740681998416,10747,46.417630200612706,53.58236979938729,9.329466197085837,100.42269832078749,44.035900405327155,2.5,19.96174407768895,10674,48.08038392321536,51.91961607678465,9.873452927270199,101.05257103416542,44.05843782353618
2193340260,2015-01-07,4,2.25,1770,8505,2.0,0,0,3,8,1770,0,1986,0,98052,47.6904,-122.102,1880,8939,2015,1,2,0,0,0,14160,0,0,29,158457,2.49,16.67975909924064,26354,53.58728109111451,46.41271890888548,5.135890711012479,99.32081320083873,22.76187437323366,2.43,16.793908754119162,26472,53.10328204716185,46.896717952838145,5.753945061367621,99.18121641257467,25.27158244343474
1860600290,2014-06-27,3,2.25,1670,4800,1.5,0,3,3,8,1670,0,1903,0,98119,47.6356,-122.367,2300,4800,2014,6,4,0,0,0,13360,0,0,111,112865,1.9,25.481150100191062,12166,40.59950184660311,59.40049815339689,4.838109415705247,98.6912347167212,21.78979392686987,1.89,25.428950611432366,12075,40.114135206321336,59.885864793678664,5.074963929489995,99.02767835838702,20.561918396564067
1222000055,2014-11-23,2,0.75,900,9600,1.0,0,0,3,6,900,0,1941,0,98166,47.4604,-122.339,1250,14280,2014,11,6,0,0,0,5400,0,0,73,105013,2.51,15.282996712071395,8765,64.0529896168994,35.94701038310061,5.573970690858339,97.8699402786994,44.95686794956868,2.46,14.673185495605612,8880,63.30851558864589,36.69148441135412,6.493621545003543,97.69518681462999,45.590649418871884
2492200280,2014-12-02,3,2.75,2160,4086,1.0,0,0,3,7,1380,780,1987,0,98126,47.5352,-122.38,1300,4080,2014,12,1,0,0,0,15120,0,1,27,108072,2.36,17.374538643750345,10242,56.54861693210393,43.45138306789606,4.653176915203527,100.23680854939583,34.264375493351146,2.27,16.627794527561296,10016,55.87763397154776,44.12236602845224,5.641737426518615,99.87504685742846,36.67374734474572
2488200455,2014-07-03,2,2.75,1350,1252,2.0,0,0,3,8,1120,230,2006,0,98136,47.522,-122.39,1410,1265,2014,7,3,0,0,0,10800,0,1,8,144659,2.13,15.69451876767831,7483,65.10981373366694,34.89018626633305,3.7052720728350628,99.55093555093555,32.71517671517671,2.14,17.20172866183053,7488,65.71508929827029,34.284910701729714,5.032728833565833,98.98634497780012,33.358465276032504
809001520,2014-11-05,4,3.25,3480,6000,3.0,0,0,3,8,3480,0,2014,0,98109,47.6353,-122.353,2200,4080,2014,11,2,0,0,0,27840,0,0,0,124408,1.7,27.800957442136237,15202,28.230758246465797,71.7692417535342,3.0450204638472034,99.08156134571229,20.355395827093943,1.67,27.266207687894433,14434,30.246109023997548,69.75389097600245,3.8523274478330656,99.60608676883228,22.17785452190805
1796361140,2014-10-31,3,1.75,1340,8250,1.0,0,0,3,7,1100,240,1985,0,98042,47.3668,-122.09,1540,7860,2014,10,4,0,0,0,9380,0,1,29,122709,2.84,14.728895746087723,16573,81.84237202230106,18.157627977698937,5.7493896195951795,98.46322368633011,50.75872289700055,2.8,15.359349774536549,16818,82.74386406544997,17.25613593455003,6.523882775213978,98.58030168589174,52.2264944625193
6398000011,2014-06-02,3,3.0,3740,39640,2.0,0,2,3,10,3740,0,1991,0,98070,47.4036,-122.462,2930,26136,2014,6,0,0,0,0,37400,0,0,23,103222,2.13,13.903089575461214,5798,76.70800924952701,23.291990750472987,5.4068427583761745,100.24934546814612,33.54943273905997,2.2,13.290579389650597,5723,80.69727891156462,19.302721088435373,5.982905982905983,98.68289011540391,32.28800802809834
6813600365,2014-10-09,4,1.75,1760,3600,1.0,0,0,5,7,880,880,1926,0,98103,47.6889,-122.33,1500,5580,2014,10,3,0,0,0,12320,0,1,88,122656,2.11,22.87456037514654,24340,48.11213812347401,51.88786187652599,3.97510133178923,99.1585414718846,18.936823827968478,2.08,23.163301875522638,24335,48.10872624912034,51.89127375087966,4.7532645230375685,99.01151866677559,19.094300574571793
7504100920,2014-06-18,3,3.0,3450,16200,2.0,0,0,3,10,3450,0,1983,0,98074,47.6319,-122.041,3130,12150,2014,6,2,0,0,0,34500,0,0,31,229104,3.02,10.366720845184885,9070,87.03577124629757,12.96422875370244,4.483074107959744,100.24147476294245,16.24359502915366,3.03,10.087027329635095,8959,87.40808823529412,12.591911764705882,4.416132562138502,100.35249133707731,17.803799737125104
8835770330,2014-08-19,2,1.5,2370,184231,2.0,0,0,3,11,2370,0,2005,0,98045,47.4543,-121.778,3860,151081,2014,8,1,0,0,1,26070,0,0,9,154803,2.6,11.896235479081142,5848,76.05357142857143,23.946428571428573,4.146459747817652,98.97304236200257,46.04522563444257,2.62,12.452140619561435,5880,76.65285534137993,23.34714465862007,4.789620468048987,98.46000993541976,46.656731246895184
524059322,2015-02-26,3,2.5,2100,4097,2.0,0,0,3,9,2100,0,2008,0,98004,47.5983,-122.2,1780,4764,2015,2,3,0,0,0,18900,0,0,7,157784,2.09,16.09075919420747,17462,44.548266529191906,55.451733470808094,6.039425544695026,99.71498371335505,20.39087947882736,2.11,16.54254118709095,16773,45.298507462686565,54.701492537313435,6.137602970182156,99.6095090971507,22.202197047717128
4307330280,2014-08-20,4,2.5,2390,6775,2.0,0,0,3,7,2390,0,2003,0,98056,47.4811,-122.182,2560,6346,2014,8,2,0,0,0,16730,0,0,11,102196,2.51,19.700650139315567,13893,51.64368244502423,48.356317554975774,6.624963057826815,97.99134991266739,42.58920402561757,2.56,20.747436492907926,13631,51.246200607902736,48.753799392097264,7.454338464584468,97.1547942343848,43.680802172550656
1245002952,2014-10-15,4,2.5,2770,7800,2.0,0,0,3,10,2770,0,1999,0,98033,47.684,-122.205,2720,10000,2014,10,2,0,0,0,27700,0,0,15,163786,2.29,14.715707890692858,16640,64.64853771164701,35.351462288353005,6.13177729151471,100.35475872592028,25.88212855235552,2.3,14.803502341681938,16431,65.22136010953903,34.77863989046098,6.479481641468683,100.68666848737857,27.48234559712848
2021069059,2014-06-26,3,2.0,1470,20000,1.0,0,0,4,7,1470,0,1968,0,98002,47.2973,-122.08,1390,30056,2014,6,3,0,0,0,10290,0,0,46,68040,2.64,18.596016244440147,13738,50.49263025143848,49.50736974856152,8.921506062539885,96.5053019824804,61.71046565237437,2.61,18.7400560648534,13981,49.973103819257666,50.026896180742334,11.200844877927564,96.62962288212789,60.11568591728912
5700000595,2015-02-19,4,2.0,2000,5000,1.5,0,0,5,7,2000,0,1925,0,98144,47.5787,-122.293,2200,5000,2015,2,3,0,0,0,14000,0,0,90,97953,2.26,24.435394298408,13211,47.05356417134033,52.94643582865967,4.982979222913488,99.13933472900675,31.98883461270063,2.24,23.04151393743074,12994,47.69384193467963,52.306158065320375,6.687801012009999,99.23316558830577,31.929067816918284
3629970930,2014-11-11,3,3.0,2980,3730,2.0,0,0,3,9,2980,0,2005,0,98029,47.5533,-121.995,2710,3640,2014,11,1,0,0,0,26820,0,0,9,156427,2.51,10.307103610675039,11144,68.2339558251967,31.766044174803298,6.658926376178117,99.6974697469747,23.432343234323433,2.49,9.80519156992676,11047,66.38615281629531,33.6138471837047,7.2508398656215,99.70228064262442,25.536456577912592
3336002215,2015-02-25,2,1.0,1240,5500,1.5,0,0,3,6,1240,0,1921,0,98118,47.5257,-122.263,1520,5500,2015,2,2,0,0,0,7440,0,0,94,106930,2.75,18.80646044347112,17060,56.44829520663217,43.551704793367826,9.809241901003125,97.62032677053377,37.58809215308283,2.76,18.663888888888888,16861,55.8023285244242,44.1976714755758,10.945570971184631,97.02670100740065,37.2020995663939
5100401060,2014-09-08,4,3.0,2360,6678,1.0,0,0,3,8,1760,600,1949,0,98115,47.6919,-122.313,1640,6380,2014,9,0,0,0,0,18880,0,1,65,141013,2.36,20.038971348841685,22085,62.56938184923383,37.430618150766165,5.07985950029823,99.48958702950569,21.213527308458662,2.32,19.346653198985,21778,62.75248864405142,37.24751135594858,5.230427913543313,99.63049016040087,21.893457996248916
3278600750,2015-04-07,1,1.5,1180,1688,2.0,0,0,3,8,1070,110,2007,0,98126,47.549,-122.372,1380,2059,2015,4,1,0,0,0,9440,0,1,8,108072,2.36,17.374538643750345,10242,56.54861693210393,43.45138306789606,4.653176915203527,100.23680854939583,34.264375493351146,2.27,16.627794527561296,10016,55.87763397154776,44.12236602845224,5.641737426518615,99.87504685742846,36.67374734474572
1126069045,2014-06-20,6,4.25,4830,211729,2.0,0,0,4,9,4820,2080,2002,0,98077,47.7506,-122.012,4170,266587,2014,6,4,0,0,0,62100,0,1,12,169573,2.96,13.307618129218902,4923,94.13233458177278,5.867665418227216,4.543605045436051,99.69715956558062,31.47451963241437,2.98,14.185654756627361,4928,92.30282581189371,7.697174188106285,5.255087817117368,99.70955249569707,33.04647160068847
7568700175,2014-06-04,3,1.0,1210,7440,1.0,0,0,3,7,1210,0,1949,0,98155,47.7402,-122.323,1120,7440,2014,6,2,0,0,0,8470,0,0,65,124531,2.48,16.52716001821175,13838,68.1508643268727,31.849135673127293,8.176812638295683,98.1925078457077,38.148015731140504,2.48,17.143465606587636,13823,68.9590238023501,31.040976197649893,9.775827429417362,98.56964422418308,37.801684193561385
452001475,2014-09-02,3,1.0,960,3600,1.0,0,0,4,7,960,0,1906,0,98117,47.6758,-122.369,1580,5000,2014,9,1,0,0,0,6720,0,0,108,166029,2.29,15.29702030745872,14220,69.81104756388909,30.18895243611091,4.762847806713536,99.83316649983317,23.652819486152822,2.32,15.579379562043796,14093,70.67265234030027,29.327347659699736,4.742001293725432,99.6292707587311,24.463917091460587
9283800230,2014-06-25,4,2.75,3110,49765,1.0,0,0,4,8,3110,0,1958,1972,98010,47.3343,-122.044,1880,19709,2014,6,2,1,0,0,24880,0,0,56,141579,2.57,13.38701560140916,2023,89.75431259801358,10.245687401986409,4.837398373983739,98.27384435342306,56.31948507899356,2.54,11.838658983761132,1978,90.11689691817216,9.883103081827842,4.036620890553475,98.94736842105263,61.702786377708975
1737300130,2014-12-22,6,2.5,3610,12033,2.0,0,0,3,8,3210,400,1970,0,98011,47.7692,-122.219,2210,8577,2014,12,0,0,0,0,28880,0,1,44,124418,2.46,15.247978855721392,13329,65.2180746561886,34.781925343811395,6.342825237297599,99.00660763248978,39.452510450847306,2.46,15.129648719371977,13089,66.21599871237727,33.78400128762273,7.092279579716767,99.87127028642361,40.38435014482093
6189600040,2014-11-17,3,1.75,1810,7950,1.0,0,0,4,7,1810,0,1968,0,98008,47.6236,-122.117,1680,7725,2014,11,0,0,0,0,12670,0,0,46,164219,2.69,15.393666045690754,9357,72.43788819875776,27.562111801242235,6.570794767842117,99.65975011155734,31.626506024096386,2.69,15.761031234506692,9349,72.46019286835613,27.53980713164387,7.243693589446886,99.19940949352714,32.716329775153305
3679400025,2014-08-12,3,1.75,2160,5863,1.5,0,0,4,7,1260,900,1928,0,98144,47.5729,-122.315,1590,3000,2014,8,1,0,0,0,15120,0,1,86,97953,2.26,24.435394298408,13211,47.05356417134033,52.94643582865967,4.982979222913488,99.13933472900675,31.98883461270063,2.24,23.04151393743074,12994,47.69384193467963,52.306158065320375,6.687801012009999,99.23316558830577,31.929067816918284
1096100010,2014-10-28,2,1.0,1210,7040,1.0,0,0,3,7,1210,0,1952,0,98155,47.745,-122.297,1210,7205,2014,10,1,0,0,0,8470,0,0,62,124531,2.48,16.52716001821175,13838,68.1508643268727,31.849135673127293,8.176812638295683,98.1925078457077,38.148015731140504,2.48,17.143465606587636,13823,68.9590238023501,31.040976197649893,9.775827429417362,98.56964422418308,37.801684193561385
9513900050,2014-08-12,3,2.0,1210,6634,1.0,0,0,4,7,1210,0,1985,0,98031,47.4097,-122.193,1560,7200,2014,8,1,0,0,0,8470,0,0,29,98657,2.97,17.82141658274589,12676,64.00824742268041,35.99175257731959,8.799066842478954,97.82912276247302,50.04020143032457,2.99,17.766172506738545,12903,63.46782097353806,36.53217902646194,10.101061398608502,97.60154576385098,48.943588020330154
5452800645,2014-09-22,4,2.5,2260,13600,1.0,0,0,4,8,1770,490,1974,0,98040,47.5436,-122.233,2630,13995,2014,9,0,0,0,0,18080,0,1,40,190985,2.51,9.818010174647295,10179,71.95032870708546,28.049671292914535,5.143830092302178,100.51344885932669,15.986930392671683,2.49,9.62381105055039,10139,74.13847948255751,25.861520517442475,4.498525073746313,100.2252118769632,17.157589047590825
273800100,2014-12-19,4,1.75,1480,9523,1.0,0,0,3,7,1120,360,1959,0,98030,47.3732,-122.217,1590,8300,2014,12,4,0,0,0,10360,0,1,55,85188,3.09,19.65576092087585,12484,47.11751662971175,52.88248337028825,8.260646485377118,97.17440872714266,52.62663745696785,3.0,17.600482618203756,12534,46.087481666810454,53.91251833318954,8.848456113317134,97.94284650470073,53.155543144373084
7228500037,2015-05-05,2,1.5,1190,1361,2.0,0,0,3,8,1190,0,2007,0,98122,47.6161,-122.302,1280,3360,2015,5,1,0,0,0,9520,0,0,8,94548,1.96,34.44654683065279,17551,33.21537815630061,66.7846218436994,4.870675176352032,98.85230330853253,23.880006332119677,1.95,33.01648693828051,17176,33.65877772971637,66.34122227028362,6.536089637800748,98.60956388992037,25.23827206337418
808300090,2015-01-16,4,2.5,2650,9065,2.0,0,0,3,7,2650,0,2000,0,98019,47.7258,-121.959,2590,13218,2015,1,4,0,0,0,18550,0,0,15,149479,2.7,12.106593154146566,4391,82.10296260320544,17.89703739679456,7.84727863525589,98.49849849849849,41.80999180999181,2.75,12.650887573964498,4151,85.6704980842912,14.329501915708812,9.496822943499913,98.77597495018503,47.3242243097068
2493200215,2014-12-31,3,1.75,1820,3140,2.0,0,0,5,8,1820,0,1949,1990,98136,47.5271,-122.384,2030,5499,2014,12,2,1,0,0,14560,0,0,65,144659,2.13,15.69451876767831,7483,65.10981373366694,34.89018626633305,3.7052720728350628,99.55093555093555,32.71517671517671,2.14,17.20172866183053,7488,65.71508929827029,34.284910701729714,5.032728833565833,98.98634497780012,33.358465276032504
5035300255,2015-04-14,2,1.75,2130,6574,1.0,0,0,3,8,1500,630,1946,0,98199,47.6529,-122.411,2130,6275,2015,4,1,0,0,0,17040,0,1,69,168132,2.27,15.401888530631044,9920,62.062574948217595,37.937425051782405,4.147350993377484,99.1690635985938,22.416107382550337,2.24,15.287600188590286,9908,63.396185047138786,36.603814952861214,4.887626368117638,99.1062108559499,21.711899791231733
3380900160,2015-04-28,4,1.5,1700,8400,1.0,0,0,3,7,1700,0,1953,0,98177,47.7677,-122.359,1750,8475,2015,4,1,0,0,0,11900,0,0,62,153542,2.43,13.07924984875983,8212,79.67166859048352,20.32833140951648,5.038420387121875,99.43356309288201,27.4619531836484,2.43,12.346137193047566,8127,81.14840062926062,18.85159937073938,4.7893884163628995,99.46581196581197,26.716524216524217
3630000130,2014-10-28,3,2.25,1470,1703,2.0,0,0,3,8,1470,0,2005,0,98029,47.5478,-121.999,1380,1107,2014,10,1,0,0,0,11760,0,0,9,156427,2.51,10.307103610675039,11144,68.2339558251967,31.766044174803298,6.658926376178117,99.6974697469747,23.432343234323433,2.49,9.80519156992676,11047,66.38615281629531,33.6138471837047,7.2508398656215,99.70228064262442,25.536456577912592
7300400670,2014-07-29,4,2.5,1850,5880,2.0,0,0,3,8,1850,0,1998,0,98092,47.3322,-122.173,2370,6500,2014,7,1,0,0,0,14800,0,0,16,112735,2.77,17.21767115272089,16100,70.074142116659,29.92585788334099,8.37161127623165,98.55946766114585,47.855654272238674,2.7,17.027911100241507,15769,70.4232874883162,29.5767125116838,8.278795811518325,98.43809669288933,49.83960895134805
6798100070,2015-05-11,3,1.0,1220,8040,1.5,0,0,3,7,1220,0,1965,0,98125,47.7133,-122.308,1360,8040,2015,5,0,0,0,0,8540,0,0,50,89983,2.18,19.775984583885343,18882,47.03408836061897,52.96591163938103,6.25,100.80028203772255,32.942005993301606,2.12,19.175038337558288,18728,45.79247434435576,54.20752565564424,6.600554974298321,100.34034541438865,33.71592019986242
8078400010,2014-11-18,4,2.25,2240,8376,1.0,0,0,3,8,1740,500,1984,0,98074,47.6323,-122.029,1890,7875,2014,11,1,0,0,0,17920,0,1,30,229104,3.02,10.366720845184885,9070,87.03577124629757,12.96422875370244,4.483074107959744,100.24147476294245,16.24359502915366,3.03,10.087027329635095,8959,87.40808823529412,12.591911764705882,4.416132562138502,100.35249133707731,17.803799737125104
5566100060,2014-07-18,3,1.75,1720,12540,1.0,0,0,4,7,1720,0,1956,0,98006,47.5699,-122.177,1440,11850,2014,7,4,0,0,0,12040,0,0,58,185991,2.82,14.267360653577546,13727,77.46436154079466,22.535638459205337,6.640385009215646,100.15012703056432,27.042112556778815,2.81,13.709650387155165,13558,77.95756373072813,22.042436269271867,7.3147711184521,100.43854542632049,26.78619940233632
2768200212,2014-09-11,2,2.5,1320,1157,2.0,0,0,3,8,990,330,2014,0,98107,47.6689,-122.363,1550,1519,2014,9,3,0,0,0,10560,0,1,0,131559,1.93,23.823613629855874,12707,35.71075197889182,64.28924802110818,5.1404627006610015,99.34580861098434,21.74552462092398,1.92,23.06289432176656,12416,34.91419393017161,65.0858060698284,6.3046647230320705,99.24250394529194,22.530247238295633
4035900060,2014-09-19,3,1.75,1600,20873,1.0,0,0,3,8,1600,0,1955,0,98006,47.5632,-122.182,2640,18364,2014,9,4,0,0,0,12800,0,0,59,185991,2.82,14.267360653577546,13727,77.46436154079466,22.535638459205337,6.640385009215646,100.15012703056432,27.042112556778815,2.81,13.709650387155165,13558,77.95756373072813,22.042436269271867,7.3147711184521,100.43854542632049,26.78619940233632
9460000110,2014-09-24,3,1.75,2630,6500,1.0,0,0,3,7,1330,1300,1958,0,98055,47.4878,-122.221,2520,6500,2014,9,2,0,0,0,18410,0,1,56,90525,2.52,17.770148765734834,9457,52.904097253489425,47.09590274651058,6.387272021730695,100.09902828495389,48.560995234263785,2.46,17.95350415747497,9186,54.91396235131077,45.08603764868923,6.44159566844494,98.96273530541683,49.161224228454344
7199320190,2014-10-16,4,2.25,2470,7350,1.0,0,0,3,7,1600,870,1978,0,98052,47.6936,-122.128,1970,7700,2014,10,3,0,0,0,17290,0,1,36,158457,2.49,16.67975909924064,26354,53.58728109111451,46.41271890888548,5.135890711012479,99.32081320083873,22.76187437323366,2.43,16.793908754119162,26472,53.10328204716185,46.896717952838145,5.753945061367621,99.18121641257467,25.27158244343474
2225039081,2014-10-20,3,1.0,960,3960,1.0,0,0,3,7,960,0,1943,0,98199,47.6465,-122.404,1550,6050,2014,10,0,0,0,0,6720,0,0,71,168132,2.27,15.401888530631044,9920,62.062574948217595,37.937425051782405,4.147350993377484,99.1690635985938,22.416107382550337,2.24,15.287600188590286,9908,63.396185047138786,36.603814952861214,4.887626368117638,99.1062108559499,21.711899791231733
9512200050,2014-08-27,5,3.75,3090,4943,2.0,0,0,3,10,3090,0,2010,0,98058,47.4594,-122.133,3191,5561,2014,8,2,0,0,0,30900,0,0,4,106611,2.78,15.935921408835924,16692,73.01956836343044,26.980431636569556,5.35431150140261,97.63669462323647,42.85157011897796,2.74,16.106225715036956,16367,72.2486806538808,27.751319346119192,6.590114827758363,97.51918859649122,44.01041666666667
2634500085,2014-08-12,3,1.0,1100,8138,1.0,0,0,3,7,1100,0,1949,0,98155,47.7393,-122.325,1440,8131,2014,8,1,0,0,0,7700,0,0,65,124531,2.48,16.52716001821175,13838,68.1508643268727,31.849135673127293,8.176812638295683,98.1925078457077,38.148015731140504,2.48,17.143465606587636,13823,68.9590238023501,31.040976197649893,9.775827429417362,98.56964422418308,37.801684193561385
3654800200,2014-10-22,3,2.5,1720,6271,2.0,0,0,3,7,1720,0,1993,0,98038,47.3898,-122.049,1570,6587,2014,10,2,0,0,0,12040,0,0,21,135304,2.86,12.556807332442238,12545,84.88178488178488,15.118215118215117,8.23751596956063,99.08171413361725,51.89424185963978,2.88,13.27901930178551,12318,84.63165017339085,15.368349826609151,8.409014463504876,99.04576700434153,54.23299565846599
2724079090,2015-01-05,4,3.25,3920,211729,3.0,0,3,3,11,3920,0,2002,0,98024,47.5385,-121.896,2970,112384,2015,1,0,0,0,1,43120,0,0,13,149044,2.94,13.445557212870233,2174,84.03826787512588,15.96173212487412,7.395069953364423,96.60600098376783,35.75996064928677,2.91,12.2533748701973,2228,80.73929961089495,19.26070038910506,5.3954629061925194,95.25729191368272,37.680815745790845
2597520720,2014-11-03,5,2.5,2900,9525,2.0,0,0,3,9,2900,0,1989,0,98006,47.5442,-122.138,2910,11854,2014,11,0,0,0,0,26100,0,0,25,185991,2.82,14.267360653577546,13727,77.46436154079466,22.535638459205337,6.640385009215646,100.15012703056432,27.042112556778815,2.81,13.709650387155165,13558,77.95756373072813,22.042436269271867,7.3147711184521,100.43854542632049,26.78619940233632
3034200426,2015-03-20,3,1.0,1410,9384,1.0,0,0,3,7,1410,0,1948,0,98133,47.7161,-122.33,1990,9384,2015,3,4,0,0,0,9870,0,0,67,85059,2.18,19.780409147977647,22049,47.43003034828267,52.56996965171733,6.900681086745005,98.7952152014652,40.53628663003663,2.2,19.916468960063266,21780,48.4259846747035,51.57401532529649,9.163212725439678,98.85203345832132,41.53446783963081
984000130,2014-12-23,4,2.25,1920,11603,2.0,0,0,4,7,1920,0,1967,0,98058,47.4315,-122.169,1840,7350,2014,12,1,0,0,0,13440,0,0,47,106611,2.78,15.935921408835924,16692,73.01956836343044,26.980431636569556,5.35431150140261,97.63669462323647,42.85157011897796,2.74,16.106225715036956,16367,72.2486806538808,27.751319346119192,6.590114827758363,97.51918859649122,44.01041666666667
7852020670,2015-04-02,3,2.75,1890,3938,2.0,0,0,3,8,1890,0,1999,0,98065,47.5336,-121.867,1890,4142,2015,4,3,0,0,0,15120,0,0,16,175750,2.93,10.615415255925114,4953,79.75811584977721,20.241884150222788,4.1850514774702505,99.11081471601645,30.999221962876515,2.91,8.78239184647078,4755,78.93797411869701,21.06202588130299,4.645161290322581,99.65219477092828,32.369872871192136
7923500060,2014-09-22,5,2.75,2580,9242,2.0,0,2,4,8,1720,860,1967,0,98007,47.5943,-122.133,2240,9316,2014,9,0,0,0,0,20640,0,1,47,118634,2.48,20.499565396404225,11154,35.96800304732883,64.03199695267118,5.613278442135529,98.00031408679266,22.378683976338795,2.46,20.650383547461058,10912,35.5564209911401,64.4435790088599,7.187732216442614,98.34565872363737,24.130375239660367
2310030510,2015-04-22,4,2.25,1550,7579,2.0,0,0,3,8,1550,0,1993,0,98038,47.354,-122.047,1630,6397,2015,4,2,0,0,0,12400,0,0,22,135304,2.86,12.556807332442238,12545,84.88178488178488,15.118215118215117,8.23751596956063,99.08171413361725,51.89424185963978,2.88,13.27901930178551,12318,84.63165017339085,15.368349826609151,8.409014463504876,99.04576700434153,54.23299565846599
